[00:19:22] [Server thread/INFO]: Starting minecraft server version 1.15.2
[00:19:22] [Server thread/INFO]: Loading properties
[00:19:22] [Server thread/INFO]: Default game type: SURVIVAL
[00:19:22] [Server thread/INFO]: Generating keypair
[00:19:22] [Server thread/INFO]: Starting Minecraft server on 51.68.115.89:25565
[00:19:22] [Server thread/INFO]: Using epoll channel type
[00:19:23] [Server thread/INFO]: This server is running CraftBukkit version git-Bukkit-8160e29 (MC: 1.15.2) (Implementing API version 1.15.2-R0.1-SNAPSHOT)
[00:19:29] [Server thread/WARN]: Plugin DiscordChat v1.4.2 does not specify an api-version.
[00:19:29] [Server thread/INFO]: [WorldEdit] Loading WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: Got request to register class com.sk89q.worldedit.bukkit.BukkitServerInterface with WorldEdit [com.sk89q.worldedit.extension.platform.PlatformManager@74bd2d75]
[00:19:30] [Server thread/INFO]: [DiscordChat] Loading DiscordChat v1.4.2
[00:19:30] [Server thread/INFO]: [Essentials] Loading Essentials v2.17.1.0
[00:19:30] [Server thread/INFO]: [Multiverse-Core] Loading Multiverse-Core v4.1.0-b775
[00:19:30] [Server thread/INFO]: [Multiverse-Portals] Loading Multiverse-Portals v4.1.0-b805
[00:19:30] [Server thread/INFO]: [WorldEdit] Enabling WorldEdit v7.0.1;61bc012
[00:19:30] [Server thread/INFO]: WEPIF: Using the Bukkit Permissions API.
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:wheat
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:wheat
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:wheat
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property moisture for block minecraft:farmland
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:furnace
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=0]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=1]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=2]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=3]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=4]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=5]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=6]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=7]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=8]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=9]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=10]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=11]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=12]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=13]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=14]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:sign[rotation=15]
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:oak_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ladder
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ladder
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ladder
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ladder
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:ladder
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property shape for block minecraft:rail
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:cobblestone_stairs
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:wall_sign[facing=north]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:wall_sign[facing=south]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:wall_sign[facing=west]
[00:19:32] [Server thread/WARN]: Unknown block: minecraft:wall_sign[facing=east]
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property face for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:lever
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property hinge for block minecraft:iron_door
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:oak_pressure_plate
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_ore
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_ore
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_ore
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_torch
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:redstone_wall_torch
[00:19:32] [Server thread/WARN]: Unknown property lit for block minecraft:redstone_torch
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property face for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property powered for block minecraft:stone_button
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property layers for block minecraft:snow
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:cactus
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:sugar_cane
[00:19:32] [Server thread/WARN]: Unknown property has_record for block minecraft:jukebox
[00:19:32] [Server thread/WARN]: Unknown property has_record for block minecraft:jukebox
[00:19:32] [Server thread/WARN]: Unknown property has_record for block minecraft:jukebox
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:oak_fence
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:oak_fence
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:carved_pumpkin
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:carved_pumpkin
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:carved_pumpkin
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:carved_pumpkin
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:carved_pumpkin
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:nether_portal
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:nether_portal
[00:19:32] [Server thread/WARN]: Unknown property axis for block minecraft:nether_portal
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jack_o_lantern
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jack_o_lantern
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jack_o_lantern
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jack_o_lantern
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:jack_o_lantern
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property bites for block minecraft:cake
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property delay for block minecraft:repeater
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:oak_trapdoor
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property down for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:mushroom_stem
[00:19:32] [Server thread/WARN]: Unknown property down for block minecraft:mushroom_stem
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:brown_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:mushroom_stem
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property down for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:mushroom_stem
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:red_mushroom_block
[00:19:32] [Server thread/WARN]: Unknown property north for block minecraft:mushroom_stem
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:iron_bars
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:iron_bars
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:glass_pane
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:glass_pane
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:pumpkin_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property age for block minecraft:melon_stem
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property east for block minecraft:vine
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property in_wall for block minecraft:oak_fence_gate
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property facing for block minecraft:brick_stairs
[00:19:32] [Server thread/WARN]: Unknown property half for block minecraft:brick_stairs
